Timestamp,Pet ID,Latitude,Longitude,Environmental Temperature (°C),Step Count,Heart Rate (BPM),Body Temperature (°C),Respiratory Rate (breaths/min),Stress Level,,,
02-11-2024 00:34,DOG001,28.59348639,77.22000754,27.30766551,1,62,38.69425482,21,2,,,
02-11-2024 00:35,DOG001,28.62451728,77.2027184,28.74566104,6,108,37.67562288,29,4,,,
02-11-2024 00:36,DOG001,28.61202056,77.20543675,20.16322407,4,112,37.85299148,21,1,,,
02-11-2024 00:37,DOG001,28.6139,77.209,20.0821063,0,99,38.13800672,24,2,,,
02-11-2024 00:38,DOG001,28.61576427,77.22124475,24.57280987,0,104,38.00280096,19,5,,,
02-11-2024 00:39,DOG001,28.62918846,77.23471211,29.96420345,14,107,37.84381805,28,4,,,
02-11-2024 00:40,DOG001,28.6139,77.209,20.90725418,0,109,39.48979192,27,1,,,
02-11-2024 00:41,DOG001,28.5996272,77.18072462,27.53365003,18,116,38.14900267,27,1,,,
02-11-2024 00:42,DOG001,28.60528429,77.21564162,30.02870786,16,95,37.60677586,25,5,,,
02-11-2024 00:43,DOG001,28.6139,77.209,23.11435243,0,80,38.81489456,18,5,,,
02-11-2024 00:44,DOG001,28.61774947,77.20048651,22.48751902,16,66,37.68967368,23,5,,,
02-11-2024 00:45,DOG001,28.63678831,77.19857102,32.52151476,15,106,38.43076482,26,5,,,
02-11-2024 00:46,DOG001,28.6139,77.209,33.64722947,0,65,38.29307244,24,2,,,
02-11-2024 00:47,DOG001,28.6139,77.209,25.38238341,0,77,38.49508939,30,4,,,
02-11-2024 00:48,DOG001,28.6008068,77.23807275,24.14017774,6,87,38.49450435,28,4,,,
02-11-2024 00:49,DOG001,28.6139,77.209,21.31236825,0,80,39.14392488,29,3,,,
02-11-2024 00:50,DOG001,28.6139,77.209,30.51933675,0,86,39.26021763,29,2,,,
02-11-2024 00:51,DOG001,28.61798188,77.21472933,21.99691142,1,62,38.13412609,22,5,,,
02-11-2024 00:52,DOG001,28.63941582,77.23396513,29.80923493,13,104,38.31359853,22,3,,,
02-11-2024 00:53,DOG001,28.6139,77.209,32.41495769,0,100,39.31284011,29,4,,,
02-11-2024 00:54,DOG001,28.59810939,77.20625624,30.17869165,5,80,39.39967967,30,5,,,
02-11-2024 00:55,DOG001,28.6139,77.209,30.31145932,0,111,39.28158156,19,3,,,
02-11-2024 00:56,DOG001,28.61889277,77.19003531,29.15898948,9,115,37.63224579,19,4,,,
02-11-2024 00:57,DOG001,28.62340657,77.21671747,25.70980352,7,100,38.0152045,23,2,,,
02-11-2024 00:58,DOG001,28.62659847,77.19913244,27.89035436,8,100,37.6737452,22,2,,,
02-11-2024 00:59,DOG001,28.6139,77.209,31.99695988,0,106,39.41037939,23,1,,,
02-11-2024 01:00,DOG001,28.59856306,77.21979911,33.34984098,1,102,38.69640327,22,5,,,
02-11-2024 01:01,DOG001,28.61338595,77.22757534,29.76431274,4,102,37.76962564,29,2,,,
02-11-2024 01:02,DOG001,28.59742402,77.21334638,21.43130555,20,114,38.28459595,21,4,,,
02-11-2024 01:03,DOG001,28.61097647,77.20965344,25.61275887,7,65,38.33091945,29,3,,,
02-11-2024 01:04,DOG001,28.59168526,77.23051115,20.27511007,20,119,37.62824443,20,4,,,
02-11-2024 01:05,DOG001,28.6139,77.209,25.56920172,0,88,38.37776868,26,5,,,
02-11-2024 01:06,DOG001,28.6139,77.209,25.94187362,0,83,38.94735678,24,4,,,
02-11-2024 01:07,DOG001,28.6139,77.209,26.322723,0,98,38.4583746,30,2,,,
02-11-2024 01:08,DOG001,28.6139,77.209,21.82857598,0,108,37.88140528,23,4,,,
02-11-2024 01:09,DOG001,28.60412196,77.23113792,27.71345811,1,80,37.95941546,25,2,,,
02-11-2024 01:10,DOG001,28.60987288,77.23472561,21.89593511,14,116,38.68354536,22,1,,,
02-11-2024 01:11,DOG001,28.6139,77.209,22.3569971,0,101,37.66805674,19,3,,,
02-11-2024 01:12,DOG001,28.6139,77.209,30.5093698,0,73,38.03348941,28,2,,,
02-11-2024 01:13,DOG001,28.6139,77.209,33.67583154,0,96,39.47023845,23,1,,,
02-11-2024 01:14,DOG001,28.6191089,77.18382436,24.05403525,10,69,39.28409426,28,2,,,
02-11-2024 01:15,DOG001,28.63195539,77.20801749,20.97350996,7,83,38.53546591,24,2,,,
02-11-2024 01:16,DOG001,28.6139,77.209,29.1487169,0,65,37.96079006,19,2,,,
02-11-2024 01:17,DOG001,28.6139,77.209,21.78880046,0,74,39.22008643,18,3,,,
02-11-2024 01:18,DOG001,28.61362278,77.19375557,28.01626475,3,113,39.15566557,25,5,,,
02-11-2024 01:19,DOG001,28.60552637,77.18682788,31.62875757,10,116,37.79293502,28,4,,,
02-11-2024 01:20,DOG001,28.6139,77.209,31.00120097,0,64,38.928798,24,5,,,
02-11-2024 01:21,DOG001,28.63997306,77.21410278,30.15796781,2,81,38.67561684,25,1,,,
02-11-2024 01:22,DOG001,28.59047907,77.21142602,33.04177118,3,73,38.87110858,29,3,,,
02-11-2024 01:23,DOG001,28.60290652,77.18157371,22.08263638,16,69,38.60983382,23,2,,,
02-11-2024 01:24,DOG001,28.6139,77.209,29.32281335,0,109,39.48546418,24,1,,,
02-11-2024 01:25,DOG001,28.6139,77.209,22.44867613,0,84,38.19956089,24,3,,,
02-11-2024 01:26,DOG001,28.62050178,77.2210537,29.90891631,18,81,39.13881726,28,3,,,
02-11-2024 01:27,DOG001,28.6139,77.209,23.04645806,0,109,38.01149599,19,4,,,
02-11-2024 01:28,DOG001,28.60140261,77.23909811,25.42362798,6,93,37.57423663,20,2,,,
02-11-2024 01:29,DOG001,28.6139,77.209,27.72924572,0,116,38.61195978,24,2,,,
02-11-2024 01:30,DOG001,28.59850624,77.23488778,22.36388622,16,104,38.95625741,26,4,,,
02-11-2024 01:31,DOG001,28.62833475,77.19535102,27.44057819,14,106,38.13868924,28,4,,,
02-11-2024 01:32,DOG001,28.60835614,77.17869993,32.01992928,7,113,39.33086882,29,2,,,
02-11-2024 01:33,DOG001,28.59840727,77.18804122,34.45837289,18,72,38.76164081,22,2,,,
02-11-2024 01:34,DOG001,28.6139,77.209,24.70391994,0,99,37.63391534,20,1,,,
02-11-2024 01:35,DOG001,28.62717487,77.20725447,25.85037621,3,63,37.84390405,18,3,,,
02-11-2024 01:36,DOG001,28.61030388,77.21858168,26.14630071,19,79,38.84649691,28,5,,,
02-11-2024 01:37,DOG001,28.6139,77.209,31.3045002,0,63,39.33989649,24,1,,,
02-11-2024 01:38,DOG001,28.58900092,77.18010168,33.96095393,5,96,39.42156616,21,2,,,
02-11-2024 01:39,DOG001,28.60719557,77.19694883,34.92604657,20,113,38.04920895,18,4,,,
02-11-2024 01:40,DOG001,28.58889257,77.2365561,22.45568923,12,74,37.81841508,20,1,,,
02-11-2024 01:41,DOG001,28.6139,77.209,24.47771981,0,79,39.46033089,21,1,,,
02-11-2024 01:42,DOG001,28.6139,77.209,20.1767342,0,80,37.58988552,23,5,,,
02-11-2024 01:43,DOG001,28.59312544,77.21123727,21.31505033,0,93,37.58019187,29,2,,,
02-11-2024 01:44,DOG001,28.6139,77.209,30.15781222,0,109,38.59045472,18,2,,,
02-11-2024 01:45,DOG001,28.58710656,77.23619488,28.01310923,19,66,38.00554579,19,3,,,
02-11-2024 01:46,DOG001,28.5987102,77.19883884,31.44268758,20,84,37.71817047,20,2,,,
02-11-2024 01:47,DOG001,28.60213394,77.19711979,29.34425565,20,67,37.61292439,25,4,,,
02-11-2024 01:48,DOG001,28.6139,77.209,25.29283851,0,79,38.48101071,23,3,,,
02-11-2024 01:49,DOG001,28.60363839,77.189699,27.8013667,15,88,37.62445723,21,1,,,
02-11-2024 01:50,DOG001,28.6139,77.209,21.49845975,0,93,38.97504351,21,2,,,
02-11-2024 01:51,DOG001,28.6139,77.209,27.60589851,0,78,39.15999896,27,3,,,
02-11-2024 01:52,DOG001,28.6139,77.209,33.65629704,0,80,37.50368573,20,2,,,
02-11-2024 01:53,DOG001,28.6139,77.209,24.56758038,0,88,38.38140482,21,4,,,
02-11-2024 01:54,DOG001,28.58932451,77.20440382,33.52016312,20,91,38.6773671,28,5,,,
02-11-2024 01:55,DOG001,28.6070546,77.20250366,28.04069594,13,63,39.32468864,26,5,,,
02-11-2024 01:56,DOG001,28.6139,77.209,33.32085065,0,73,39.42072814,25,1,,,
02-11-2024 01:57,DOG001,28.6139,77.209,28.67902986,0,86,38.4171058,18,3,,,
02-11-2024 01:58,DOG001,28.6070603,77.19640633,30.91048905,7,120,38.68173881,18,3,,,
02-11-2024 01:59,DOG001,28.61302307,77.19297709,26.64939759,2,84,38.87657053,21,3,,,
02-11-2024 02:00,DOG001,28.6139,77.209,20.71781873,0,72,38.0072141,22,2,,,
02-11-2024 02:01,DOG001,28.63246672,77.21003698,20.03907623,7,89,39.16539507,24,5,,,
02-11-2024 02:02,DOG001,28.63117729,77.23289233,20.64398697,10,91,39.25329924,26,5,,,
02-11-2024 02:03,DOG001,28.6139,77.209,22.53763331,0,73,37.97872744,26,5,,,
02-11-2024 02:04,DOG001,28.6139,77.209,33.5772499,0,115,39.06523156,27,1,,,
02-11-2024 02:05,DOG001,28.6139,77.209,22.86915091,0,67,39.35827842,20,2,,,
02-11-2024 02:06,DOG001,28.61169407,77.18718917,24.77361755,11,70,37.76579215,21,4,,,
02-11-2024 02:07,DOG001,28.63006619,77.20447978,21.20157405,10,62,38.10054689,28,5,,,
02-11-2024 02:08,DOG001,28.6139,77.209,26.22143193,0,64,38.05976918,27,1,,,
02-11-2024 02:09,DOG001,28.6139,77.209,26.09789271,0,73,38.98542731,26,3,,,
02-11-2024 02:10,DOG001,28.6139,77.209,24.00865123,0,107,37.60717105,22,3,,,
02-11-2024 02:11,DOG001,28.6139,77.209,30.6034092,0,90,37.90634024,29,1,,,
02-11-2024 02:12,DOG001,28.6139,77.209,23.43179542,0,95,38.85717414,24,2,,,
02-11-2024 02:13,DOG001,28.6139,77.209,24.81530489,0,72,39.07216449,18,5,,,
02-11-2024 02:14,DOG001,28.60475548,77.18549836,27.41790413,0,110,39.00316989,30,4,,,
02-11-2024 02:15,DOG001,28.61886486,77.21155607,31.98378635,10,60,39.14557355,27,5,,,
02-11-2024 02:16,DOG001,28.6139,77.209,32.35427163,0,78,38.55858432,24,4,,,
02-11-2024 02:17,DOG001,28.59410142,77.21535466,33.91008054,7,62,38.85936224,30,2,,,
02-11-2024 02:18,DOG001,28.6139,77.209,25.26235846,0,101,38.65249736,27,2,,,
02-11-2024 02:19,DOG001,28.61785999,77.18585253,21.2748875,20,93,38.69054786,27,1,,,
02-11-2024 02:20,DOG001,28.62543046,77.17972717,33.49789213,16,120,38.6458187,24,3,,,
02-11-2024 02:21,DOG001,28.60985804,77.20720375,31.372006,19,76,38.90687756,24,2,,,
02-11-2024 02:22,DOG001,28.62457851,77.18952153,30.73152495,3,109,39.00180686,23,2,,,
02-11-2024 02:23,DOG001,28.59405525,77.19046654,25.32599604,5,100,38.71212992,19,1,,,
02-11-2024 02:24,DOG001,28.59052315,77.23055285,23.10055917,8,87,38.80889,19,5,,,
02-11-2024 02:25,DOG001,28.59643114,77.20225209,34.46730645,3,71,38.44789863,20,2,,,
02-11-2024 02:26,DOG001,28.6139,77.209,29.84127261,0,82,39.02183118,20,4,,,
02-11-2024 02:27,DOG001,28.59427609,77.20440298,29.06599275,10,85,38.57599909,26,2,,,
02-11-2024 02:28,DOG001,28.6139,77.209,27.81388857,0,106,37.70218586,18,4,,,
02-11-2024 02:29,DOG001,28.62412814,77.19865015,33.49379033,17,107,37.92663507,21,3,,,
02-11-2024 02:30,DOG001,28.6139,77.209,32.78061562,0,69,38.19820787,26,3,,,
02-11-2024 02:31,DOG001,28.63556507,77.22906119,29.27917003,15,91,38.77844594,26,2,,,
02-11-2024 02:32,DOG001,28.61884288,77.20374768,34.97586179,10,111,38.5180263,23,4,,,
02-11-2024 02:33,DOG001,28.6139,77.209,20.63577262,0,85,39.22188161,25,1,,,
02-11-2024 02:34,DOG001,28.6139,77.209,25.93774335,0,81,38.21655241,25,4,,,
02-11-2024 02:35,DOG001,28.63791443,77.19863648,25.91143601,17,88,37.79813583,26,5,,,
02-11-2024 02:36,DOG001,28.6139,77.209,23.22719783,0,67,39.27455047,20,2,,,
02-11-2024 02:37,DOG001,28.6139,77.209,25.51001232,0,78,38.54538704,29,5,,,
02-11-2024 02:38,DOG001,28.6139,77.209,30.34106521,0,64,37.64902949,28,4,,,
02-11-2024 02:39,DOG001,28.62366018,77.23391567,25.361453,9,80,37.99694066,27,2,,,
02-11-2024 02:40,DOG001,28.59397377,77.20363059,20.03916952,7,97,37.89677072,22,4,,,
02-11-2024 02:41,DOG001,28.6139,77.209,31.96115121,0,115,38.15511485,29,3,,,
02-11-2024 02:42,DOG001,28.6139,77.209,29.66908639,0,75,38.01829483,20,5,,,
02-11-2024 02:43,DOG001,28.6139,77.209,25.03680358,0,114,37.5564592,28,5,,,
02-11-2024 02:44,DOG001,28.6134296,77.20934256,30.7888773,17,71,38.87673747,22,5,,,
02-11-2024 02:45,DOG001,28.6139,77.209,34.45528983,0,93,37.82808273,26,4,,,
02-11-2024 02:46,DOG001,28.6139,77.209,32.88423228,0,108,37.93924225,29,3,,,
02-11-2024 02:47,DOG001,28.63854866,77.2284428,28.47908298,17,88,37.6402118,21,5,,,
02-11-2024 02:48,DOG001,28.63436313,77.19072567,21.30388151,1,114,38.51857403,28,2,,,
02-11-2024 02:49,DOG001,28.62234133,77.20595275,26.04200476,3,104,37.53336263,29,1,,,
02-11-2024 02:50,DOG001,28.6139,77.209,22.03009789,0,96,38.29308674,30,5,,,
02-11-2024 02:51,DOG001,28.6139,77.209,27.50629751,0,62,39.21047003,25,1,,,
02-11-2024 02:52,DOG001,28.61793246,77.19383383,34.51258075,12,72,38.05883409,27,2,,,
02-11-2024 02:53,DOG001,28.6139,77.209,31.9674747,0,85,38.25031261,20,5,,,
02-11-2024 02:54,DOG001,28.60624441,77.19402492,33.60171798,7,99,39.40504013,26,3,,,
02-11-2024 02:55,DOG001,28.61906292,77.22545097,30.10416251,0,90,37.72586704,25,3,,,
02-11-2024 02:56,DOG001,28.63958508,77.20400993,24.02641696,14,99,37.62859784,27,3,,,
02-11-2024 02:57,DOG001,28.6139,77.209,25.9169905,0,118,38.54947991,25,2,,,
02-11-2024 02:58,DOG001,28.6139,77.209,27.75489549,0,81,38.87036501,28,5,,,
02-11-2024 02:59,DOG001,28.6139,77.209,33.90546085,0,89,39.05496103,30,1,,,
02-11-2024 03:00,DOG001,28.6139,77.209,33.51400792,0,113,38.04974145,20,3,,,
02-11-2024 03:01,DOG001,28.5918776,77.20344415,24.47479276,1,109,37.73914913,21,4,,,
02-11-2024 03:02,DOG001,28.63809038,77.21310301,28.97414579,6,110,38.26252812,30,4,,,
02-11-2024 03:03,DOG001,28.63496798,77.21611738,21.78259448,13,91,38.60684846,28,5,,,
02-11-2024 03:04,DOG001,28.6139,77.209,32.54593826,0,109,38.19122563,20,5,,,
02-11-2024 03:05,DOG001,28.60471468,77.21451622,29.04583375,3,109,38.75681643,28,4,,,
02-11-2024 03:06,DOG001,28.6139,77.209,23.0155969,0,105,39.06994619,25,4,,,
02-11-2024 03:07,DOG001,28.61081458,77.22194713,27.75178042,3,66,38.92611249,21,3,,,
02-11-2024 03:08,DOG001,28.6139,77.209,33.88937241,0,66,38.60582673,20,3,,,
02-11-2024 03:09,DOG001,28.6139,77.209,20.18341311,0,88,38.92185322,23,5,,,
02-11-2024 03:10,DOG001,28.61876676,77.21201741,30.1376024,7,113,38.93123977,18,3,,,
02-11-2024 03:11,DOG001,28.6321068,77.20465741,26.12739124,12,110,37.88150651,19,4,,,
02-11-2024 03:12,DOG001,28.62858999,77.20592516,28.25111735,12,120,37.73869616,18,1,,,
02-11-2024 03:13,DOG001,28.6139,77.209,32.41647214,0,112,38.63910597,21,5,,,
02-11-2024 03:14,DOG001,28.60241556,77.22525353,22.42347981,16,110,37.62958047,19,3,,,
02-11-2024 03:15,DOG001,28.6139,77.209,29.56420513,0,119,39.02737895,19,1,,,
02-11-2024 03:16,DOG001,28.61298022,77.22994256,31.04475438,10,95,37.83437424,29,5,,,
02-11-2024 03:17,DOG001,28.62141908,77.2349111,30.5612884,13,62,39.11994232,27,5,,,
02-11-2024 03:18,DOG001,28.59709042,77.1853359,22.84591512,16,70,38.40773843,29,5,,,
02-11-2024 03:19,DOG001,28.6139,77.209,30.81166747,0,117,38.04284761,30,2,,,
02-11-2024 03:20,DOG001,28.6139,77.209,30.31952616,0,85,38.52717417,19,3,,,
02-11-2024 03:21,DOG001,28.6139,77.209,28.58173183,0,118,38.83950898,22,5,,,
02-11-2024 03:22,DOG001,28.6139,77.209,30.64868355,0,85,39.04510999,23,2,,,
02-11-2024 03:23,DOG001,28.6139,77.209,33.62804512,0,98,37.5145844,26,3,,,
02-11-2024 03:24,DOG001,28.6139,77.209,30.30041611,0,120,39.47760135,27,4,,,
02-11-2024 03:25,DOG001,28.64060392,77.23121211,31.14716886,16,91,38.00344205,19,2,,,
02-11-2024 03:26,DOG001,28.63750759,77.21427734,21.45162451,12,82,37.90815477,21,3,,,
02-11-2024 03:27,DOG001,28.6139,77.209,24.46120164,0,83,39.28199291,21,3,,,
02-11-2024 03:28,DOG001,28.59528813,77.23105862,30.93193537,14,66,37.6207561,28,2,,,
02-11-2024 03:29,DOG001,28.6139,77.209,33.78823779,0,98,37.68798395,30,5,,,
02-11-2024 03:30,DOG001,28.6139,77.209,25.55960763,0,67,38.97799948,26,3,,,
02-11-2024 03:31,DOG001,28.6139,77.209,23.27698168,0,77,38.50141253,19,2,,,
02-11-2024 03:32,DOG001,28.63349798,77.22029875,24.55564135,10,84,37.601775,28,3,,,
02-11-2024 03:33,DOG001,28.6139,77.209,30.74268512,0,85,38.84462404,29,3,,,
02-11-2024 03:34,DOG001,28.60469005,77.22838693,29.40836065,20,84,39.39387278,20,3,,,
02-11-2024 03:35,DOG001,28.61953776,77.22269736,32.31752924,15,65,38.1200919,26,3,,,
02-11-2024 03:36,DOG001,28.6139,77.209,22.88699846,0,107,38.54258686,28,4,,,
02-11-2024 03:37,DOG001,28.59148565,77.18626884,34.05895933,5,70,38.19628718,23,4,,,
02-11-2024 03:38,DOG001,28.63137213,77.18898102,20.8243926,5,108,38.96381386,19,4,,,
02-11-2024 03:39,DOG001,28.6139,77.209,28.86087857,0,104,37.73364853,23,3,,,
02-11-2024 03:40,DOG001,28.62011596,77.20593138,26.77024951,4,99,37.78737543,19,5,,,
02-11-2024 03:41,DOG001,28.60302791,77.20456319,33.30877801,13,76,38.94999817,27,1,,,
02-11-2024 03:42,DOG001,28.6139,77.209,28.83402042,0,82,39.39164499,21,3,,,
02-11-2024 03:43,DOG001,28.6139,77.209,27.65401456,0,115,39.12158409,25,3,,,
02-11-2024 03:44,DOG001,28.6139,77.209,20.81569244,0,63,38.88452478,25,5,,,
02-11-2024 03:45,DOG001,28.6139,77.209,29.28517363,0,92,38.08985607,27,3,,,
02-11-2024 03:46,DOG001,28.60731283,77.20823435,30.47641762,20,96,38.00961327,27,3,,,
02-11-2024 03:47,DOG001,28.6139,77.209,23.51179395,0,65,37.64205503,21,3,,,
02-11-2024 03:48,DOG001,28.60747638,77.21697483,33.44839801,11,91,38.18020842,29,5,,,
02-11-2024 03:49,DOG001,28.6139,77.209,22.06638012,0,61,37.77067564,30,1,,,
02-11-2024 03:50,DOG001,28.6139,77.209,24.90470221,0,120,38.69498042,23,4,,,
02-11-2024 03:51,DOG001,28.6139,77.209,33.10305725,0,92,38.74716978,18,3,,,
02-11-2024 03:52,DOG001,28.6139,77.209,20.12836149,0,103,37.94543726,18,4,,,
02-11-2024 03:53,DOG001,28.6139,77.209,32.2351504,0,86,39.45118788,26,4,,,
02-11-2024 03:54,DOG001,28.62942955,77.20716735,22.53704665,3,80,38.40840117,28,4,,,
02-11-2024 03:55,DOG001,28.60068124,77.20135682,24.5858141,8,63,38.33420439,26,3,,,
02-11-2024 03:56,DOG001,28.60814127,77.23027519,32.91191654,5,78,38.55293334,25,3,,,
02-11-2024 03:57,DOG001,28.6139,77.209,33.72260493,0,80,38.62374403,30,1,,,
02-11-2024 03:58,DOG001,28.60565595,77.22413283,25.64448897,0,111,38.15470419,29,1,,,
02-11-2024 03:59,DOG001,28.63663857,77.23052789,32.19841986,14,82,38.50582239,20,3,,,
02-11-2024 04:00,DOG001,28.6139,77.209,21.24653369,0,105,38.33029283,30,1,,,
02-11-2024 04:01,DOG001,28.6236927,77.23304789,22.00517422,13,119,38.75970779,22,2,,,
02-11-2024 04:02,DOG001,28.62386876,77.20225491,25.92405736,7,82,39.01806435,26,1,,,
02-11-2024 04:03,DOG001,28.61222308,77.20793303,28.426571,14,90,38.73393503,18,2,,,
02-11-2024 04:04,DOG001,28.59124815,77.22556623,26.09016672,17,89,37.92724532,28,5,,,
02-11-2024 04:05,DOG001,28.59477463,77.20522833,29.47607133,19,79,38.65072247,25,1,,,
02-11-2024 04:06,DOG001,28.6257313,77.23502875,22.74854022,17,110,39.4678308,25,4,,,
02-11-2024 04:07,DOG001,28.6139,77.209,23.17732308,0,80,38.3529525,23,4,,,
02-11-2024 04:08,DOG001,28.63551342,77.18769547,34.82535137,10,82,38.46402513,30,3,,,
02-11-2024 04:09,DOG001,28.586886,77.18531001,33.95195781,8,76,37.72164894,28,4,,,
02-11-2024 04:10,DOG001,28.6139,77.209,33.97767154,0,83,38.59603318,22,5,,,
02-11-2024 04:11,DOG001,28.6139,77.209,24.55378942,0,88,38.68013527,24,3,,,
02-11-2024 04:12,DOG001,28.58868342,77.18237599,23.32361279,2,82,38.94681583,24,2,,,
02-11-2024 04:13,DOG001,28.6139,77.209,23.94167313,0,117,38.63140291,24,3,,,
02-11-2024 04:14,DOG001,28.62314156,77.21654694,33.8328022,4,96,38.35031008,25,3,,,
02-11-2024 04:15,DOG001,28.6139,77.209,33.1140005,0,117,39.41875094,25,3,,,
02-11-2024 04:16,DOG001,28.62930353,77.21584347,27.39444669,4,102,38.87559775,28,4,,,
02-11-2024 04:17,DOG001,28.60507393,77.21421478,25.40093671,18,94,38.16432668,22,1,,,
02-11-2024 04:18,DOG001,28.6139,77.209,23.23211955,0,70,39.48845787,28,3,,,
02-11-2024 04:19,DOG001,28.6139,77.209,27.59010626,0,94,38.10411939,18,3,,,
02-11-2024 04:20,DOG001,28.6139,77.209,20.1293233,0,89,39.39636819,28,1,,,
02-11-2024 04:21,DOG001,28.6139,77.209,22.0204463,0,109,38.06331548,30,2,,,
02-11-2024 04:22,DOG001,28.6139,77.209,30.09408307,0,118,37.78471847,27,2,,,
02-11-2024 04:23,DOG001,28.6139,77.209,22.63362345,0,62,38.16672458,20,1,,,
02-11-2024 04:24,DOG001,28.63291272,77.18366983,32.76203243,13,97,38.62020106,19,5,,,
02-11-2024 04:25,DOG001,28.6139,77.209,22.18303228,0,63,38.88326855,21,2,,,
02-11-2024 04:26,DOG001,28.6139,77.209,21.78084883,0,76,38.42594342,26,3,,,
02-11-2024 04:27,DOG001,28.64002112,77.1801991,25.97918202,0,112,39.24868408,27,3,,,
02-11-2024 04:28,DOG001,28.6139,77.209,21.11876015,0,97,39.30470442,20,5,,,
02-11-2024 04:29,DOG001,28.6139,77.209,25.7029254,0,111,39.30921745,20,2,,,
02-11-2024 04:30,DOG001,28.62807479,77.23382544,25.0205071,19,61,37.89384197,23,4,,,
02-11-2024 04:31,DOG001,28.60282668,77.22261998,31.27326246,7,66,38.24642773,21,2,,,
02-11-2024 04:32,DOG001,28.6139,77.209,26.47836055,0,117,39.19968412,18,2,,,
02-11-2024 04:33,DOG001,28.64015839,77.23919265,24.20251702,10,97,39.05264415,20,2,,,
02-11-2024 04:34,DOG001,28.6139,77.209,27.42413416,0,99,39.15844309,25,1,,,
02-11-2024 04:35,DOG001,28.6139,77.209,33.35998872,0,110,37.70399644,24,4,,,
02-11-2024 04:36,DOG001,28.6139,77.209,20.0369191,0,86,39.09525843,24,5,,,
02-11-2024 04:37,DOG001,28.64071308,77.19506625,21.63835936,10,114,37.74821419,28,5,,,
02-11-2024 04:38,DOG001,28.60221907,77.20324443,22.0744848,18,65,38.63134348,28,5,,,
